AKD;Akola;India
AKF;Kufra;Libya
AKJ;Asahikawa;Japan
AKL;Auckland Intl;New Zealand
AKN;King Salmon;United States
AKR;Akron Fulton Intl;United States
AKS;Auki Airport;Solomon Islands
AKT;Akrotiri;Cyprus
AKU;Aksu Airport;China
AKV;Akulivik Airport;Canada
AKX;Aktyubinsk;Kazakhstan
AKY;Sittwe;Burma
ALA;Almaty;Kazakhstan
ALB;Albany Intl;United States
ALC;Alicante;Spain
ALF;Alta;Norway
ALG;Houari Boumediene;Algeria
ALH;Albany Airport;Australia
ALI;Alice Intl;United States
ALJ;Alexander Bay;South Africa
ALL;Albenga;Italy
ALM;Alamogordo White Sands Regional Airport;United States
ALO;Waterloo Regional Airport;United States
ALP;Aleppo Intl;Syria
ALR;Alexandra;New Zealand
ALU;Alula Airport;Somalia
ALW;Walla Walla Regional Airport;United States
ALY;Alexandria Intl;Egypt
AMA;Rick Husband Amarillo Intl;United States
AMB;Ambilobe;Madagascar
AMD;Ahmedabad;India
AMH;Arba Minch;Ethiopia
AMI;Selaparang;Indonesia
AMQ;Pattimura;Indonesia
AMS;Schiphol;Netherlands
AMV;Amderma Airport;Russia
ANB;Anniston Metro;United States
ANC;Ted Stevens Anchorage Intl;United States
AND;Anderson Rgnl;United States
ANE;Angers-Loire Airport;France
ANF;Cerro Moreno Intl;Chile
ANG;Brie Champniers;France
ANI;Aniak Airport;United States
ANK;Etimesgut;Turkey
ANM;Antsirabato;Madagascar
ANN;Annette Island;United States
ANR;Deurne;Belgium
ANS;Andahuaylas;Peru
ANU;V C Bird Intl;Antigua and Barbuda
ANX;Andoya;Norway
AOC;Altenburg Nobitz;Germany
AOI;Falconara;Italy
AOJ;Aomori;Japan
AOK;Karpathos;Greece
AOL;Paso De Los Libres;Argentina
AOO;Altoona Blair Co;United States
AOR;Sultan Abdul Halim;Malaysia
AOT;Aosta Airport;Italy
APA;Centennial;United States
APF;Naples Muni;United States
APG;Phillips Aaf;United States
APK;Apataki Airport;French Polynesia
APL;Nampula;Mozambique
APN;Alpena County Regional Airport;United States
APW;Faleolo Intl;Samoa
AQA;Araraquara;Brazil
AQI;Qaisumah;Saudi Arabia
AQP;Rodriguez Ballon;Peru
ARA;Acadiana Rgnl;United States
ARD;Mali Airport;Indonesia
ARH;Talagi;Russia
ARI;Chacalluta;Chile
ARK;Arusha;Tanzania
ARM;Armidale;Australia
ARN;Arlanda;Sweden
ART;Watertown Intl;United States
ARU;Aracatuba;Brazil
ARW;Arad;Romania
ASA;Assab Intl;Eritrea
ASB;Ashgabat;Turkmenistan
ASD;Fresh Creek;Bahamas
ASF;Astrakhan;Russia
ASJ;Amami;Japan
ASK;Yamoussoukro;Cote d'Ivoire
ASM;Asmara Intl;Eritrea
ASO;Asosa;Ethiopia
ASP;Alice Springs;Australia
ASR;Erkilet;Turkey
ASU;Silvio Pettirossi Intl;Paraguay
ASV;Amboseli Airport;Kenya
ASW;Aswan Intl;Egypt
ATA;Comandante Fap German Arias Graziani;Peru
ATB;Atbara Airport;Sudan
ATD;Uru Harbour Airport;Solomon Islands
ATF;Chachoan;Ecuador
ATH;Eleftherios Venizelos Intl;Greece
ATL;Hartsfield Jackson Atlanta Intl;United States
ATM;Altamira;Brazil
ATP;Tadji Airport;Papua New Guinea
ATQ;Amritsar;India
ATR;Atar;Mauritania
ATT;Camp Mabry Austin City;United States
ATW;Appleton;United States
ATY;Watertown Regional Airport;United States
ATZ;Asyut International Airport;Egypt
AUA;Reina Beatrix Intl;Aruba
AUC;Santiago Perez;Colombia
AUF;Branches;France
AUG;Augusta State;United States
AUH;Abu Dhabi Intl;United Arab Emirates
AUL;Aur Island Airport;Marshall Islands
AUQ;Hiva Oa-Atuona Airport;French Polynesia
AUR;Aurillac;France
AUS;Austin Bergstrom Intl;United States
AUU;Aurukun Airport;Australia
AUY;Anelghowhat Airport;Vanuatu
AVB;Aviano Ab;Italy
AVI;Maximo Gomez;Cuba
AVK;Arvaikheer Airport;Mongolia
AVL;Asheville Regional Airport;United States
AVN;Caumont;France
AVP;Wilkes Barre Scranton Intl;United States
AVV;Avalon;Australia
AWD;Aniwa Airport;Vanuatu
AWZ;Ahwaz;Iran
AXA;Wallblake;Anguilla
AXD;Dimokritos;Greece
AXK;Ataq;Yemen
AXM;El Eden;Colombia
AXP;Spring Point;Bahamas
AXR;Arutua;French Polynesia
AXT;Akita;Japan
AXU;Axum;Ethiopia
AYP;Coronel Fap Alfredo Mendivil Duarte;Peru
AYQ;Ayers Rock;Australia
AYT;Antalya;Turkey
AZD;Yazd Shahid Sadooghi;Iran
AZI;Bateen;United Arab Emirates
AZN;Andizhan Airport;Uzbekistan
AZO;Kalamazoo;United States
AZR;Touat Cheikh Sidi Mohamed Belkebir;Algeria
BAB;Beale Afb;United States
BAD;Barksdale Afb;United States
BAG;Baguio;Philippines
BAH;Bahrain Intl;Bahrain
BAK;Heydar Aliyev;Azerbaijan
BAL;Batman;Turkey
BAQ;Ernesto Cortissoz;Colombia
BAS;Ballalae Airport;Solomon Islands
BAU;Bauru;Brazil
BAV;Baotou Airport;China
BAX;Barnaul;Russia
BAY;Tautii Magheraus;Romania
BBA;Balmaceda;Chile
BBI;Bhubaneshwar;India
BBJ;Bautzen;Germany
BBK;Kasane;Botswana
BBM;Battambang Airport;Cambodia
BBN;Bario Airport;Malaysia
BBO;Berbera;Somalia
BBQ;Codrington Airport;Antigua and Barbuda
BBR;Baillif Airport;Guadeloupe
BBS;Blackbushe;United Kingdom
BBT;Berberati;Central African Republic
BBU;Aurel Vlaicu;Romania
BCA;Gustavo Rizo;Cuba
BCD;Bacolod;Philippines
BCI;Barcaldine Airport;Australia
BCL;Barra del Colorado Airport;Costa Rica
BCM;Bacau;Romania
BCN;Barcelona;Spain
BCO;Baco Airport;Ethiopia
BCT;Boca Raton;United States
BDA;Bermuda Intl;Bermuda
BDB;Bundaberg;Australia
BDD;Badu Island Airport;Australia
BDE;Baudette Intl;United States
BDH;Bandar Lengeh;Iran
BDJ;Syamsudin Noor;Indonesia
BDL;Bradley Intl;United States
BDM;Bandirma;Turkey
BDN;Talhar;Pakistan
BDO;Husein Sastranegara;Indonesia
BDP;Chandragadhi Airport;Nepal
BDQ;Vadodara;India
BDR;Igor I Sikorsky Mem;United States
BDS;Casale;Italy
BDT;Gbadolite;Congo (Kinshasa)
BDU;Bardufoss;Norway
BEB;Benbecula;United Kingdom
BED;Laurence G Hanscom Fld;United States
BEF;Bluefields;Nicaragua
BEG;Beograd;Serbia
BEI;Beica Airport;Ethiopia
BEJ;Barau(Kalimaru) Airport;Indonesia
BEL;Val De Cans Intl;Brazil
BEN;Benina;Libya
BEP;Bellary;India
BEQ;Honington;United Kingdom
BES;Guipavas;France
BET;Bethel;United States
BEU;Bedourie Airport;Australia
BEV;Teyman;Israel
BEW;Beira;Mozambique
BEY;Rafic Hariri Intl;Lebanon
BFD;Bradford Regional Airport;United States
BFF;Western Nebraska Regional Airport;United States
BFH;Bacacheri;Brazil
BFI;Boeing Fld King Co Intl;United States
BFL;Meadows Fld;United States
BFM;Mobile Downtown;United States
BFN;Bloemfontein Intl;South Africa
BFO;Buffalo Range;Zimbabwe
BFS;Aldergrove;United Kingdom
BFV;Buri Ram;Thailand
BFX;Bafoussam;Cameroon
BGA;Palonegro;Colombia
BGC;Braganca;Portugal
BGF;Bangui M Poko;Central African Republic
BGI;Grantley Adams Intl;Barbados
BGM;Greater Binghamton Edwin A Link Fld;United States
BGO;Flesland;Norway
BGR;Bangor Intl;United States
BGX;Comandante Gustavo Kraemer;Brazil
BGY;Bergamo Orio Al Serio;Italy
BHB;Hancock County - Bar Harbor;United States
BHD;City;United Kingdom
BHE;Woodbourne;New Zealand
BHH;Bisha;Saudi Arabia
BHI;Comandante Espora;Argentina
BHJ;Bhuj;India
BHK;Bukhara;Uzbekistan
BHM;Birmingham Intl;United States
BHN;Beihan;Yemen
BHO;Bhopal;India
BHP;Bhojpur;Nepal
BHQ;Broken Hill Airport;Australia
BHR;Bharatpur Airport;Nepal
BHS;Bathurst Airport;Australia
BHU;Bhavnagar;India
BHV;Bahawalpur Airport;Pakistan
BHX;Birmingham;United Kingdom
BHY;Beihai Airport;China
BIA;Poretta;France
BIF;Biggs Aaf;United States
BIG;Allen Aaf;United States
BII;Enyu Airfield;Marshall Islands
BIK;Frans Kaisiepo;Indonesia
BIL;Billings Logan International Airport;United States
BIM;South Bimini;Bahamas
BIO;Bilbao;Spain
BIQ;Anglet;France
BIR;Biratnagar;Nepal
BIS;Bismarck Municipal Airport;United States
BIX;Keesler Afb;United States
BJA;Soummam;Algeria
BJB;Bojnourd Airport;Iran
BJF;Batsfjord;Norway
BJH;Bajhang;Nepal
BJI;Bemidji Regional Airport;United States
BJL;Banjul Intl;Gambia
BJM;Bujumbura Intl;Burundi
BJO;Bermejo;Bolivia
BJR;Bahir Dar;Ethiopia
BJV;Bodrum - Milas;Turkey
BJX;Guanajuato Intl;Mexico
BJZ;Talavera La Real;Spain
BKA;Bykovo;Russia
BKD;Stephens Co;United States
BKF;Buckley Afb;United States
BKH;Barking Sands Pmrf;United States
BKI;Kota Kinabalu Intl;Malaysia
BKK;Suvarnabhumi Intl;Thailand
BKM;Bakalalan Airport;Malaysia
BKO;Senou;Mali
BKQ;Blackall;Australia
BKS;Fatmawati Soekarno;Indonesia
BKW;Raleigh County Memorial Airport;United States
BKX;Brookings Regional Airport;United States
BKY;Bukavu Kavumu;Congo (Kinshasa)
BKZ;Bukoba Airport;Tanzania
BLA;General Jose Antonio Anzoategui Intl;Venezuela
BLE;Borlange;Sweden
BLF;Mercer County Airport;United States
BLG;Belaga Airport;Malaysia
BLH;Blythe Airport;United States
BLI;Bellingham Intl;United States
BLJ;Batna Airport;Algeria
BLK;Blackpool;United Kingdom
BLL;Billund;Denmark
BLQ;Bologna;Italy
BLR;Bangalore;India
BLT;Blackwater Airport;Australia
BLV;Scott Afb Midamerica;United States
BLZ;Chileka Intl;Malawi
BMA;Bromma;Sweden
BMD;Belo sur Tsiribihina Airport;Madagascar
BME;Broome;Australia
BMI;Central Illinois Rgnl;United States
BMK;Borkum;Germany
BMM;Bitam;Gabon
BMO;Banmaw Airport;Burma
BMU;Muhammad Salahuddin;Indonesia
BMV;Buon Ma Thuot Airport;Vietnam
BMW;Bordj Badji Mokhtar Airport;Algeria
BMY;Belep Islands Airport Airport;New Caledonia
BNA;Nashville Intl;United States
BND;Bandar Abbass Intl;Iran
BNE;Brisbane Intl;Australia
BNI;Benin;Nigeria
BNK;Ballina Byron Gateway;Australia
BNN;Bronnoy;Norway
BNP;Bannu Airport;Pakistan
BNS;Barinas;Venezuela
BNX;Banja Luka International Airport;Bosnia and Herzegovina
BOA;Boma Airport;Congo (Kinshasa)
BOB;Bora Bora;French Polynesia
BOC;Bocas Del Toro Intl;Panama
BOD;Merignac;France
BOG;Eldorado Intl;Colombia
BOH;Bournemouth;United Kingdom
BOI;Boise Air Terminal;United States
BOJ;Burgas;Bulgaria
BOM;Chhatrapati Shivaji Intl;India
BON;Flamingo;Netherlands Antilles
BOO;Bodo;Norway
BOS;General Edward Lawrence Logan Intl;United States
BOU;Bourges;France
BOY;Bobo Dioulasso;Burkina Faso
BPC;Bamenda;Cameroon
BPE;Bagan;Burma
BPN;Sepinggan;Indonesia
BPS;Aeroporto de Porto Seguro;Brazil
BPT;Southeast Texas Rgnl;United States
BPX;Qamdo Bangda Airport;China
BPY;Besalampy;Madagascar
BQH;Biggin Hill;United Kingdom
BQK;Brunswick Golden Isles Airport;United States
BQL;Boulia Airport;Australia
BQN;Rafael Hernandez;Puerto Rico
BQS;Ignatyevo;Russia
BQU;J F Mitchell Airport;Saint Vincent and the Grenadines
BRC;San Carlos De Bariloche;Argentina
BRE;Bremen;Germany
BRI;Bari;Italy
BRK;Bourke Airport;Australia
BRL;Southeast Iowa Regional Airport;United States
BRM;Barquisimeto Intl;Venezuela
BRN;Bern Belp;Switzerland
BRO;Brownsville South Padre Island Intl;United States
BRQ;Turany;Czech Republic
BRR;Barra Airport;United Kingdom
BRS;Bristol;United Kingdom
BRU;Brussels Natl;Belgium
BRV;Bremerhaven;Germany
BRW;Wiley Post Will Rogers Mem;United States
BRX;Maria Montez Intl;Dominican Republic
BSA;Bosaso Airport;Somalia
BSB;Presidente Juscelino Kubitschek;Brazil
BSC;Jose Celestino Mutis;Colombia
BSF;Bradshaw Aaf;United States
BSG;Bata;Equatorial Guinea
BSK;Biskra;Algeria
BSL;EuroAirport Basel-Mulhouse-Freiburg;Switzerland
BSO;Basco Airport;Philippines
BSR;Basrah Intl;Iraq
BSU;Basankusu Airport;Congo (Kinshasa)
BSX;Pathein Airport;Burma
BTE;Sherbro International Airport;Sierra Leone
BTH;Hang Nadim;Indonesia
BTI;Barter Island Lrrs;United States
BTJ;Sultan Iskandarmuda;Indonesia
BTK;Bratsk;Russia
BTM;Bert Mooney Airport;United States
BTR;Baton Rouge Metro Ryan Fld;United States
BTS;M R Stefanik;Slovakia
BTT;Bettles;United States
BTU;Bintulu;Malaysia
BTV;Burlington Intl;United States
BUA;Buka Airport;Papua New Guinea
BUC;Burketown Airport;Australia
BUD;Ferihegy;Hungary
BUF;Buffalo Niagara Intl;United States
BUG;Benguela;Angola
BUI;Bokondini Airport;Indonesia
BUN;Gerardo Tobar Lopez;Colombia
BUO;Burao Airport;Somalia
BUQ;J M Nkomo Intl;Zimbabwe
BUR;Bob Hope;United States
BUS;Batumi;Georgia
BUX;Bunia;Congo (Kinshasa)
BUZ;Bushehr;Iran
BVA;Tille;France
BVB;Boa Vista;Brazil
BVC;Rabil;Cape Verde
BVE;La Roche;France
BVG;Berlevag;Norway
BVH;Vilhena;Brazil
BVI;Birdsville Airport;Australia
BWA;Bhairahawa;Nepal
BWE;Braunschweig Wolfsburg;Germany
BWF;Walney Island;United Kingdom
BWI;Baltimore Washington Intl;United States
BWK;Brac;Croatia
BWN;Brunei Intl;Brunei
BWO;Balakovo Airport;Russia
BWT;Wynyard Airport;Australia
BWU;Sydney Bankstown;Australia
BXB;Babo;Indonesia
BXE;Bakel;Senegal
BXO;Bissau Oswaldo Vieira Intl;Guinea-Bissau
BXR;Bam Airport;Iran
BXU;Butuan;Philippines
BXX;Boorama Airport;Somalia
BYC;Yacuiba;Bolivia
BYH;Arkansas Intl;United States
BYK;Bouake;Cote d'Ivoire
BYM;Carlos Manuel De Cespedes;Cuba
BYN;Bayankhongor Airport;Mongolia
BYS;Bicycle Lake Aaf;United States
BYU;Bayreuth;Germany
BZE;Philip S W Goldson Intl;Belize
BZG;Bydgoszcz Ignacy Jan Paderewski Airport;Poland
BZI;Balikesir;Turkey
BZK;Bryansk;Russia
BZL;Barisal Airport;Bangladesh
BZN;Gallatin Field;United States
BZO;Bolzano;Italy
BZR;Vias;France
BZV;Maya Maya;Congo (Kinshasa)
BZZ;Brize Norton;United Kingdom
CAB;Cabinda;Angola
CAC;Cascavel;Brazil
CAE;Columbia Metropolitan;United States
CAG;Elmas;Italy
CAH;Ca Mau;Vietnam
CAI;Cairo Intl;Egypt
CAJ;Canaima;Venezuela
CAK;Akron Canton Regional Airport;United States
CAL;Campbeltown Airport;United Kingdom
CAN;Baiyun Intl;China
CAP;Cap Haitien Intl;Haiti
CAR;Caribou Muni;United States
CAT;New Bight Airport;Bahamas
CAW;Bartolomeu Lisandro;Brazil
CAX;Carlisle;United Kingdom
CAY;Rochambeau;French Guiana
CAZ;Cobar Airport;Australia
CBB;Jorge Wilsterman;Bolivia
CBG;Cambridge;United Kingdom
CBL;Ciudad Bolivar;Venezuela
CBM;Columbus Afb;United States
CBN;Penggung;Indonesia
CBO;Cotabato;Philippines
CBQ;Calabar;Nigeria
CBR;Canberra;Australia
CBT;Catumbela Airport;Angola
CBV;Coban;Guatemala
CCC;Cayo Coco Airport;Cuba
CCF;Salvaza;France
CCH;Chile Chico;Chile
CCJ;Calicut;India
CCK;Cocos Keeling Island Airport;Cocos (Keeling) Islands
CCP;Carriel Sur Intl;Chile
CCS;Simon Bolivar Intl;Venezuela
CCU;Netaji Subhash Chandra Bose Intl;India
CCV;Craig Cove Airport;Vanuatu
CCZ;Chub Cay;Bahamas
CDB;Cold Bay;United States
CDC;Cedar City Rgnl;United States
CDG;Charles De Gaulle;France
CDJ;Conceicao Do Araguaia;Brazil
CDP;Cuddapah;India
CDS;Childress Muni;United States
CDU;Camden;Australia
CDV;Merle K Mudhole Smith;United States
CEB;Cotabato;Philippines
CEC;Del Norte County Airport;United States
CED;Ceduna Airport;Australia
CEE;Cherepovets Airport;Russia
CEF;Westover Arb Metropolitan;United States
CEG;Hawarden;United Kingdom
CEI;Chiang Rai Intl;Thailand
CEK;Balandino;Russia
CEN;Ciudad Obregon Intl;Mexico
CEQ;Mandelieu;France
CER;Maupertus;France
CET;Le Pontreau;France
CEW;Bob Sikes;United States
CEZ;Cortez Muni;United States
CFD;Coulter Fld;United States
CFE;Auvergne;France
CFG;Jaime Gonzalez;Cuba
CFN;Donegal Airport;Ireland
CFR;Carpiquet;France
CFS;Coffs Harbour;Australia
CFU;Ioannis Kapodistrias Intl;Greece
CGB;Marechal Rondon;Brazil
CGD;Changde Airport;China
CGF;Cuyahoga County;United States
CGH;Congonhas;Brazil
CGI;Cape Girardeau Regional Airport;United States
CGK;Soekarno Hatta Intl;Indonesia
CGM;Camiguin Airport;Philippines
CGN;Koln Bonn;Germany
CGO;Xinzheng;China
CGP;Shah Amanat Intl;Bangladesh
CGQ;Changchun;China
CGR;Campo Grande;Brazil
CGU;General Manuel Carlos Piar;Venezuela
CGY;Cagayan De Oro;Philippines
CHA;Lovell Fld;United States
CHC;Christchurch Intl;New Zealand
CHH;Chachapoyas;Peru
CHM;Teniente Jaime A De Montreuil Morales;Peru
CHO;Charlottesville-Albemarle;United States
CHQ;Souda;Greece
CHR;Deols;France
CHS;Charleston Afb Intl;United States
CHT;Chatham Islands;New Zealand
CHX;Cap Manuel Nino Intl;Panama
CIA;Ciampino;Italy
CIC;Chico Muni;United States
CID;Cedar Rapids;United States
CIF;Chifeng Airport;China
CIH;Changzhi Airport;China
CIJ;Heroes Del Acre;Bolivia
CIP;Chipata Airport;Zambia
CIS;Canton;Kiribati
CIT;Shymkent;Kazakhstan
CIU;Chippewa County International Airport;United States
CIW;Canouan;Saint Vincent and the Grenadines
CIX;Capt Jose A Quinones Gonzales Intl;Peru
CJA;Mayor General FAP Armando Revoredo Iglesias Airport;Peru
CJB;Coimbatore;India
CJC;El Loa;Chile
CJJ;Cheongju International Airport;South Korea
CJL;Chitral Airport;Pakistan
CJM;Chumphon;Thailand
CJS;Abraham Gonzalez Intl;Mexico
CJU;Jeju Intl;South Korea
CKB;Harrison Marion Regional Airport;United States
CKG;Jiangbei;China
CKH;Chokurdakh Airport;Russia
CKY;Conakry;Guinea
CLD;McClellan-Palomar Airport;United States
CLJ;Cluj Napoca;Romania
CLL;Easterwood Fld;United States
CLM;William R Fairchild International Airport;United States
CLN;Carolina;Brazil
CLO;Alfonso Bonilla Aragon Intl;Colombia
CLQ;Colima;Mexico
CLT;Charlotte Douglas Intl;United States
CLV;Caldas Novas;Brazil
CLY;Saint Catherine;France
CMA;Cunnamulla Airport;Australia
CMB;Bandaranaike Intl Colombo;Sri Lanka
CME;Ciudad Del Carmen Intl;Mexico
CMF;Aix Les Bains;France
CMG;Corumba Intl;Brazil
CMH;Port Columbus Intl;United States
CMI;Champaign;United States
CMK;Club Makokola Airport;Malawi
CMN;Mohammed V Intl;Morocco
CMR;Houssen;France
CMU;Chimbu Airport;Papua New Guinea
CMW;Ignacio Agramonte Intl;Cuba
CMX;Houghton County Memorial Airport;United States
CNB;Coonamble Airport;Australia
CNC;Coconut Island Airport;Australia
CND;Mihail Kogalniceanu;Romania
CNF;Tancredo Neves Intl;Brazil
CNG;Chateaubernard;France
CNJ;Cloncurry Airport;Australia
CNM;Cavern City Air Terminal;United States
CNN;Chulman Airport;Russia
CNP;Neerlerit Inaat Airport;Greenland
CNQ;Corrientes;Argentina
CNS;Cairns Intl;Australia
CNW;Tstc Waco;United States
CNX;Chiang Mai Intl;Thailand
COC;Comodoro Pierrestegui;Argentina
COD;Yellowstone Rgnl;United States
COF;Patrick Afb;United States
COH;Cooch Behar;India
COK;Cochin;India
CON;Concord Municipal;United States
COO;Cadjehoun;Benin
COR;Ambrosio L V Taravella;Argentina
COS;City Of Colorado Springs Muni;United States
COT;Cotulla Lasalle Co;United States
COU;Columbia Rgnl;United States
COX;Congo Town Airport;Bahamas
CPC;Aviador C Campos;Argentina
CPD;Coober Pedy Airport;Australia
CPE;Ingeniero Alberto Acuna Ongay Intl;Mexico
CPH;Kastrup;Denmark
CPO;Copiapo;Chile
CPQ;Viracopos Airport;Brazil
CPR;Natrona Co Intl;United States
CPT;Cape Town Intl;South Africa
CPV;Presidente Joao Suassuna;Brazil
CQF;Calais Dunkerque;France
CQM;Ciudad Real;Spain
CRA;Craiova;Romania
CRC;Santa Ana Airport;Colombia
CRD;Comodoro Rivadavia;Argentina
CRI;Colonel Hill Airport;Bahamas
CRK;Diosdado Macapagal International;Philippines
CRL;Brussels South;Belgium
CRM;Catarman National Airport;Philippines
CRP;Corpus Christi Intl;United States
CRQ;Caravelas;Brazil
CRU;Lauriston Airport;Grenada
CRV;Crotone;Italy
CRW;Yeager;United States
CRZ;Turkmenabat;Turkmenistan
CSB;Caransebes;Romania
CSF;Creil;France
CSG;Columbus Metropolitan Airport;United States
CSH;Solovki Airport;Russia
CSK;Cap Skiring;Senegal
CSX;Huanghua;China
CSY;Cheboksary Airport;Russia
CTA;Catania Fontanarossa;Italy
CTB;Cut Bank Muni;United States
CTC;Catamarca;Argentina
CTD;Alonso Valderrama Airport;Panama
CTG;Rafael Nunez;Colombia
CTL;Charleville;Australia
CTM;Chetumal Intl;Mexico
CTN;Cooktown Airport;Australia
CTS;New Chitose;Japan
CTT;Le Castellet;France
CTU;Shuangliu;China
CUA;Ciudad Constitución Airport;Mexico
CUC;Camilo Daza;Colombia
CUE;Mariscal Lamar;Ecuador
CUF;Levaldigi;Italy
CUK;Caye Caulker Airport;Belize
CUL;Culiacan Intl;Mexico
CUM;Antonio Jose De Sucre;Venezuela
CUN;Cancun Intl;Mexico
CUP;General Jose Francisco Bermudez;Venezuela
CUQ;Coen Airport;Australia
CUR;Hato;Netherlands Antilles
CUU;General R Fierro Villalobos Intl;Mexico
CUZ;Teniente Alejandro Velasco Astete Intl;Peru
CVG;Cincinnati Northern Kentucky Intl;United States
CVJ;General Mariano Matamoros;Mexico
CVM;General Pedro Jose Mendez Intl;Mexico
CVN;Clovis Muni;United States
CVQ;Carnarvon Airport;Australia
CVS;Cannon Afb;United States
CVT;Coventry;United Kingdom
CVU;Corvo Airport;Portugal
CWA;Central Wisconsin;United States
CWB;Afonso Pena;Brazil
CWC;Chernivtsi International Airport;Ukraine
CWL;Cardiff;United Kingdom
CXB;Coxs Bazar;Bangladesh
CXH;Vancouver Coal Harbour;Canada
CXI;Christmas Island;Kiribati
CXJ;Campo Dos Bugres;Brazil
CXL;Calexico Intl;United States
CXO;Lone Star Executive;United States
CXP;Tunggul Wulung;Indonesia
CXR;Cam Ranh Airport;Vietnam
CYB;Gerrard Smith Intl;Cayman Islands
CYI;Chiayi;Taiwan
CYO;Vilo Acuna Intl;Cuba
CYP;Calbayog Airport;Philippines
CYS;Cheyenne Rgnl Jerry Olson Fld;United States
CYU;Cuyo Airport;Philippines
CYW;Captain Rogelio Castillo National Airport;Mexico
CYX;Cherskiy Airport;Russia
CZE;Jose Leonardo Chirinos;Venezuela
CZF;Cape Romanzof Lrrs;United States
CZL;Mohamed Boudiaf Intl;Algeria
CZM;Cozumel Intl;Mexico
CZS;Cruzeiro Do Sul;Brazil
CZU;Las Brujas;Colombia
CZX;Changzhou;China
DAB;Daytona Beach Intl;United States
DAC;Zia Intl;Bangladesh
DAD;Danang Intl;Vietnam
DAL;Dallas Love Fld;United States
DAM;Damascus Intl;Syria
DAR;Mwalimu Julius K Nyerere Intl;Tanzania
DAT;Datong Airport;China
DAU;Daru Airport;Papua New Guinea
DAV;Enrique Malek Intl;Panama
DAX;Dachuan Airport;China
DAY;James M Cox Dayton Intl;United States
DBA;Dalbandin Airport;Pakistan
DBO;Dhanbad;India
DBQ;Dubuque Rgnl;United States
DBV;Dubrovnik;Croatia
DCA;Ronald Reagan Washington Natl;United States
DCF;Canefield;Dominica
DCI;Decimomannu;Italy
DCM;Mazamet;France
DDC;Dodge City Regional Airport;United States
DEA;Dera Ghazi Khan Airport;Pakistan
